lab_id,product,cve,candidate_exploit_family,known_exploit_family,rank,rank_score,is_recommended,is_known_family,exposed_port_count,has_http_port_hint,image_count,compose_service_count,product_text,image_text,port_text,label_source
weblogic-cve-2020-14882,weblogic,CVE-2020-14882,file-upload,file-upload,1,0.96,1,1,1,0,1,0,weblogic,vulhub/weblogic:12.2.1.3-2018,7001:7001/tcp,vulhub_directory_metadata_heuristic
weblogic-cve-2020-14882,weblogic,CVE-2020-14882,command-injection,file-upload,2,0.78,1,0,1,0,1,0,weblogic,vulhub/weblogic:12.2.1.3-2018,7001:7001/tcp,vulhub_directory_metadata_heuristic
weblogic-cve-2020-14882,weblogic,CVE-2020-14882,xss,file-upload,3,0.6,0,0,1,0,1,0,weblogic,vulhub/weblogic:12.2.1.3-2018,7001:7001/tcp,vulhub_directory_metadata_heuristic
weblogic-cve-2020-14882,weblogic,CVE-2020-14882,auth-bypass,file-upload,4,0.42,0,0,1,0,1,0,weblogic,vulhub/weblogic:12.2.1.3-2018,7001:7001/tcp,vulhub_directory_metadata_heuristic
webmin-cve-2019-15107,webmin,CVE-2019-15107,auth-bypass,auth-bypass,1,0.96,1,1,1,0,1,0,webmin,vulhub/webmin:1.910,10000:10000/tcp,vulhub_directory_metadata_heuristic
webmin-cve-2019-15107,webmin,CVE-2019-15107,broken-access-control,auth-bypass,2,0.78,1,0,1,0,1,0,webmin,vulhub/webmin:1.910,10000:10000/tcp,vulhub_directory_metadata_heuristic
webmin-cve-2019-15107,webmin,CVE-2019-15107,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,0,1,0,webmin,vulhub/webmin:1.910,10000:10000/tcp,vulhub_directory_metadata_heuristic
webmin-cve-2019-15107,webmin,CVE-2019-15107,command-injection,auth-bypass,4,0.42,0,0,1,0,1,0,webmin,vulhub/webmin:1.910,10000:10000/tcp,vulhub_directory_metadata_heuristic
wordpress-pwnscriptum,wordpress,,auth-bypass,auth-bypass,1,0.96,1,1,1,1,2,0,wordpress,mysql:5 | vulhub/wordpress:4.6,8080:80/tcp,vulhub_directory_metadata_heuristic
wordpress-pwnscriptum,wordpress,,broken-access-control,auth-bypass,2,0.78,1,0,1,1,2,0,wordpress,mysql:5 | vulhub/wordpress:4.6,8080:80/tcp,vulhub_directory_metadata_heuristic
wordpress-pwnscriptum,wordpress,,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,2,0,wordpress,mysql:5 | vulhub/wordpress:4.6,8080:80/tcp,vulhub_directory_metadata_heuristic
wordpress-pwnscriptum,wordpress,,command-injection,auth-bypass,4,0.42,0,0,1,1,2,0,wordpress,mysql:5 | vulhub/wordpress:4.6,8080:80/tcp,vulhub_directory_metadata_heuristic
zabbix-cve-2016-10134,zabbix,CVE-2016-10134,auth-bypass,auth-bypass,1,0.96,1,1,1,1,3,0,zabbix,mysql:5 | vulhub/zabbix:3.0.3-server | vulhub/zabbix:3.0.3-web,8080:80/tcp,vulhub_directory_metadata_heuristic
zabbix-cve-2016-10134,zabbix,CVE-2016-10134,broken-access-control,auth-bypass,2,0.78,1,0,1,1,3,0,zabbix,mysql:5 | vulhub/zabbix:3.0.3-server | vulhub/zabbix:3.0.3-web,8080:80/tcp,vulhub_directory_metadata_heuristic
zabbix-cve-2016-10134,zabbix,CVE-2016-10134,sensitive-data-exposure,auth-bypass,3,0.6,0,0,1,1,3,0,zabbix,mysql:5 | vulhub/zabbix:3.0.3-server | vulhub/zabbix:3.0.3-web,8080:80/tcp,vulhub_directory_metadata_heuristic
zabbix-cve-2016-10134,zabbix,CVE-2016-10134,command-injection,auth-bypass,4,0.42,0,0,1,1,3,0,zabbix,mysql:5 | vulhub/zabbix:3.0.3-server | vulhub/zabbix:3.0.3-web,8080:80/tcp,vulhub_directory_metadata_heuristic
